user_id,POI_id,POI_catid,POI_catname,latitude,longitude,timezone,UTC_time,trajectory_id,time_period
2,4b004499f964a520253c22e3,4bf58dd8d48988d1f6941735,Department Store,40.65239545,-73.86983119,-240,Fri May 04 20:45:17 +0000 2012,2_2012-05-04,0.6944444444444444
2,4b8f50d9f964a520365133e3,4bf58dd8d48988d1fd931735,Subway,40.64609878,-73.90266895,-240,Fri May 11 02:56:54 +0000 2012,2_2012-05-10,0.9513888888888888
2,41102700f964a520d60b1fe3,4bf58dd8d48988d1f6941735,Department Store,40.75061379,-73.98856401,-300,Sat Nov 17 14:02:49 +0000 2012,2_2012-11-17,0.375
2,4be5dfe9910020a13ea2d314,4bf58dd8d48988d1df941735,Bridge,40.69495631,-74.01334763,-300,Sat Nov 17 20:45:22 +0000 2012,2_2012-11-17,0.6527777777777778
2,4a43c0aef964a520c6a61fe3,4bf58dd8d48988d1df941735,Bridge,40.60679958,-74.04416981,-300,Sat Nov 17 20:52:43 +0000 2012,2_2012-11-17,0.6597222222222222
2,4bf13b20b315c9b6a5bd93ff,4bf58dd8d48988d12a951735,Train Station,40.59009477,-73.9741788,-240,Thu Jul 05 11:40:56 +0000 2012,2_2012-07-05,0.3194444444444444
2,4a523c9df964a5206cb11fe3,4bf58dd8d48988d1c5941735,Sandwich Place,40.73710648,-73.99032308,-240,Thu Jul 05 14:10:50 +0000 2012,2_2012-07-05,0.4236111111111111
2,4a4d10fbf964a52082ad1fe3,4bf58dd8d48988d1fd931735,Subway,40.67837611,-73.90339851,-240,Thu Jul 05 17:06:47 +0000 2012,2_2012-07-05,0.5416666666666666
2,4ad71c45f964a520b50821e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74064692,-73.99104044,-240,Thu May 10 20:43:21 +0000 2012,2_2012-05-10,0.6944444444444444
2,49f75667f964a5208b6c1fe3,4bf58dd8d48988d1f6941735,Department Store,40.7221271,-73.99930899,-240,Thu May 10 22:17:53 +0000 2012,2_2012-05-10,0.7569444444444444
2,4d48864b551db1f722e9a330,4bf58dd8d48988d175941735,Gym / Fitness Center,40.64668884,-73.91399171,-240,Thu May 17 13:08:04 +0000 2012,2_2012-05-17,0.375
2,41102700f964a520d60b1fe3,4bf58dd8d48988d1f6941735,Department Store,40.75061379,-73.98856401,-240,Thu May 17 14:44:02 +0000 2012,2_2012-05-17,0.4444444444444444
2,4de3cbd8e4cd056f74638556,4bf58dd8d48988d1f6941735,Department Store,40.77388356,-73.98221954,-240,Thu May 17 16:13:22 +0000 2012,2_2012-05-17,0.5069444444444444
2,4b28e31df964a520ed9524e3,4bf58dd8d48988d172941735,Post Office,40.75283044,-73.97495935,-300,Wed Feb 13 14:34:49 +0000 2013,2_2013-02-13,0.3958333333333333
2,4b8f50d9f964a520365133e3,4bf58dd8d48988d1fd931735,Subway,40.64609878,-73.90266895,-300,Wed Feb 13 18:19:37 +0000 2013,2_2013-02-13,0.5486111111111112
2,42ec1480f964a5209e261fe3,4bf58dd8d48988d1e2941735,Beach,40.56708945,-73.86546135,-300,Wed Feb 13 19:16:40 +0000 2013,2_2013-02-13,0.5902777777777778
2,4b8f50d9f964a520365133e3,4bf58dd8d48988d1fd931735,Subway,40.64609878,-73.90266895,-300,Wed Jan 09 14:23:52 +0000 2013,2_2013-01-09,0.3888888888888889
2,4a5dd98ef964a520c2bd1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.73784112,-73.98849809,-300,Wed Jan 09 18:06:35 +0000 2013,2_2013-01-09,0.5416666666666666
2,3fd66200f964a520def11ee3,4bf58dd8d48988d163941735,Park,40.7352825,-73.99040315,-300,Wed Jan 09 18:16:22 +0000 2013,2_2013-01-09,0.5486111111111112
3,4ee535472c5b5fc6cd1fd9d9,4bf58dd8d48988d155941735,Gastropub,40.72639998,-73.99173485,-240,Mon May 28 03:16:53 +0000 2012,3_2012-05-27,0.9652777777777778
3,41390580f964a520dc1a1fe3,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.74195651,-74.00483627,-240,Mon May 28 17:20:09 +0000 2012,3_2012-05-28,0.5555555555555556
3,4a01ee7bf964a52010711fe3,4bf58dd8d48988d16c941735,Burger Joint,40.71324019,-74.01618004,-240,Mon May 28 19:20:46 +0000 2012,3_2012-05-28,0.6388888888888888
3,430d0a00f964a5203e271fe3,4bf58dd8d48988d163941735,Park,40.70159374,-73.995924,-240,Mon May 28 21:42:55 +0000 2012,3_2012-05-28,0.7361111111111112
3,4af5a46af964a520b5fa21e3,4bf58dd8d48988d18f941735,Art Museum,40.76139684,-73.97698575,-240,Sun May 27 14:03:08 +0000 2012,3_2012-05-27,0.4166666666666667
3,447bf8f1f964a520ec331fe3,4bf58dd8d48988d122951735,Electronics Store,40.7639385,-73.9730883,-240,Sun May 27 17:43:30 +0000 2012,3_2012-05-27,0.5694444444444444
4,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Thu Jun 07 02:39:13 +0000 2012,4_2012-06-06,0.9375
4,4a496b05f964a5204dab1fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80986581,-73.95154698,-240,Wed Jun 06 14:47:53 +0000 2012,4_2012-06-06,0.4444444444444444
4,4adca802f964a520632e21e3,4bf58dd8d48988d1df931735,BBQ Joint,40.77693,-73.977499,-240,Wed Jun 06 17:38:20 +0000 2012,4_2012-06-06,0.5625
4,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Wed Jun 06 22:46:51 +0000 2012,4_2012-06-06,0.7777777777777778
5,4f513d70e4b063296bba53cc,4bf58dd8d48988d130941735,Building,40.71186956,-74.01181415,-240,Fri Jul 13 18:31:08 +0000 2012,5_2012-07-13,0.6041666666666666
5,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Fri Jul 13 18:33:30 +0000 2012,5_2012-07-13,0.6041666666666666
5,4a946ed7f964a520902120e3,4bf58dd8d48988d1fd931735,Subway,40.72688476,-74.03454781,-240,Fri Jul 13 18:46:47 +0000 2012,5_2012-07-13,0.6111111111111112
5,4af18817f964a5203fe121e3,4bf58dd8d48988d129951735,Train Station,40.73606359,-74.02938724,-240,Fri Jul 13 19:02:39 +0000 2012,5_2012-07-13,0.625
5,4a6a2fecf964a520cacc1fe3,4bf58dd8d48988d1f6941735,Department Store,40.73215319,-74.03588891,-240,Fri Jul 13 22:00:16 +0000 2012,5_2012-07-13,0.75
5,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Fri Sep 14 22:47:42 +0000 2012,5_2012-09-14,0.7777777777777778
5,49e4ec34f964a5206e631fe3,4bf58dd8d48988d1fd941735,Mall,40.72696607,-74.03832436,-240,Fri Sep 14 23:03:46 +0000 2012,5_2012-09-14,0.7916666666666666
5,4af18817f964a5203fe121e3,4bf58dd8d48988d129951735,Train Station,40.73606359,-74.02938724,-240,Fri Sep 14 23:04:53 +0000 2012,5_2012-09-14,0.7916666666666666
5,4a6a2fecf964a520cacc1fe3,4bf58dd8d48988d1f6941735,Department Store,40.73215319,-74.03588891,-240,Sat Jun 30 22:19:50 +0000 2012,5_2012-06-30,0.7569444444444444
5,4a6a2fecf964a520cacc1fe3,4bf58dd8d48988d1f6941735,Department Store,40.73215319,-74.03588891,-240,Sun Jul 01 00:15:14 +0000 2012,5_2012-06-30,0.8402777777777778
5,4b23f704f964a520f55d24e3,4bf58dd8d48988d119951735,Food & Drink Shop,40.73114507,-74.04147863,-240,Sun Jul 01 00:59:59 +0000 2012,5_2012-06-30,0.8680555555555556
5,4f513d70e4b063296bba53cc,4bf58dd8d48988d130941735,Building,40.71186956,-74.01181415,-240,Thu Jul 12 23:40:03 +0000 2012,5_2012-07-12,0.8194444444444444
5,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Thu Jul 12 23:40:32 +0000 2012,5_2012-07-12,0.8194444444444444
5,49e4ec34f964a5206e631fe3,4bf58dd8d48988d1fd941735,Mall,40.72696607,-74.03832436,-240,Thu Jul 12 23:59:20 +0000 2012,5_2012-07-12,0.8263888888888888
5,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Tue Oct 23 23:55:40 +0000 2012,5_2012-10-23,0.8263888888888888
5,4f513d70e4b063296bba53cc,4bf58dd8d48988d130941735,Building,40.71186956,-74.01181415,-240,Wed Jul 18 22:42:38 +0000 2012,5_2012-07-18,0.7777777777777778
5,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Wed Jul 18 22:43:03 +0000 2012,5_2012-07-18,0.7777777777777778
5,49e4ec34f964a5206e631fe3,4bf58dd8d48988d1fd941735,Mall,40.72696607,-74.03832436,-240,Wed Jul 18 23:01:21 +0000 2012,5_2012-07-18,0.7916666666666666
5,49e4ec34f964a5206e631fe3,4bf58dd8d48988d1fd941735,Mall,40.72696607,-74.03832436,-240,Wed Oct 24 00:13:35 +0000 2012,5_2012-10-23,0.8402777777777778
5,4a946ed7f964a520902120e3,4bf58dd8d48988d1fd931735,Subway,40.72688476,-74.03454781,-240,Wed Oct 24 00:13:50 +0000 2012,5_2012-10-23,0.8402777777777778
5,4e0123ec62843b639cfab90d,4bf58dd8d48988d118951735,Food & Drink Shop,40.72891738,-74.04134989,-240,Wed Oct 24 00:25:44 +0000 2012,5_2012-10-23,0.8472222222222222
6,4fc6d424e4b08f659ecd5278,4f2a25ac4b909258e854f55f,Neighborhood,40.5770147,-73.98147919,-300,Fri Feb 01 05:44:16 +0000 2013,6_2013-01-31,0.027777777777777776
6,4c7f04be7fd4ef3b108394a1,4bf58dd8d48988d124941735,Office,40.69008723,-73.98177762,-300,Fri Feb 01 07:35:47 +0000 2013,6_2013-01-31,0.10416666666666667
6,4ad7a8d9f964a520640d21e3,4bf58dd8d48988d1fd931735,Subway,40.74970348,-73.987813,-300,Fri Feb 01 10:23:18 +0000 2013,6_2013-02-01,0.2222222222222222
6,4b50e721f964a520db3727e3,4bf58dd8d48988d1fd931735,Subway,40.68991272,-73.98150444,-300,Fri Feb 01 12:25:19 +0000 2013,6_2013-02-01,0.3055555555555556
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Fri Feb 01 14:09:14 +0000 2013,6_2013-02-01,0.375
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Fri Feb 01 23:10:18 +0000 2013,6_2013-02-01,0.7569444444444444
6,4c66f1e5aebea5935aab74d0,4bf58dd8d48988d1fd931735,Subway,40.73009874,-73.86145272,-300,Fri Nov 16 02:20:20 +0000 2012,6_2012-11-15,0.8888888888888888
6,4ad7a8d9f964a520640d21e3,4bf58dd8d48988d1fd931735,Subway,40.74970348,-73.987813,-300,Fri Nov 16 03:02:42 +0000 2012,6_2012-11-15,0.9166666666666666
6,4c7f04be7fd4ef3b108394a1,4bf58dd8d48988d124941735,Office,40.69008723,-73.98177762,-300,Fri Nov 16 03:30:03 +0000 2012,6_2012-11-15,0.9375
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Fri Nov 16 06:30:36 +0000 2012,6_2012-11-15,0.0625
6,4b390cf4f964a5201c5525e3,4bf58dd8d48988d1df941735,Bridge,40.80023122,-73.82881165,-300,Mon Dec 03 01:10:19 +0000 2012,6_2012-12-02,0.8402777777777778
6,4ae10ae7f964a520ce8421e3,4bf58dd8d48988d1fd931735,Subway,40.86046649,-73.92554283,-300,Mon Dec 03 02:19:17 +0000 2012,6_2012-12-02,0.8819444444444444
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Mon Dec 31 18:38:48 +0000 2012,6_2012-12-31,0.5625
6,4b2c7911f964a52044c724e3,4bf58dd8d48988d1fd931735,Subway,40.82134415,-73.95403862,-300,Mon Dec 31 20:09:08 +0000 2012,6_2012-12-31,0.625
6,4a513b17f964a520d2b01fe3,4bf58dd8d48988d129951735,Train Station,40.69902344,-73.81001472,-300,Mon Dec 31 23:00:38 +0000 2012,6_2012-12-31,0.75
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Mon Nov 12 10:17:18 +0000 2012,6_2012-11-12,0.2152777777777778
6,4fe9524ce4b0d971aa120f82,4bf58dd8d48988d146941735,Deli / Bodega,40.8340978,-73.94526722,-300,Mon Nov 19 18:08:12 +0000 2012,6_2012-11-19,0.5416666666666666
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Sat Dec 01 19:39:46 +0000 2012,6_2012-12-01,0.6041666666666666
6,4b969536f964a52070d634e3,4bf58dd8d48988d1fd931735,Subway,40.83128283,-73.9413925,-300,Sat Dec 01 20:54:25 +0000 2012,6_2012-12-01,0.6597222222222222
6,4c7f04be7fd4ef3b108394a1,4bf58dd8d48988d124941735,Office,40.69008723,-73.98177762,-300,Sat Dec 01 22:35:07 +0000 2012,6_2012-12-01,0.7291666666666666
6,4b46b4c0f964a520252726e3,4bf58dd8d48988d1fd931735,Subway,40.74637912,-73.98189068,-300,Sat Nov 17 03:05:06 +0000 2012,6_2012-11-16,0.9166666666666666
6,4b0e1598f964a520c85423e3,4bf58dd8d48988d1fd931735,Subway,40.79467579,-73.97176266,-300,Sat Nov 17 06:01:00 +0000 2012,6_2012-11-16,0.041666666666666664
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Sat Nov 17 07:35:32 +0000 2012,6_2012-11-16,0.10416666666666667
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Sun Dec 02 05:11:22 +0000 2012,6_2012-12-01,0.006944444444444444
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Sun Dec 02 05:11:22 +0000 2012,6_2012-12-01,0.006944444444444444
6,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d1fd931735,Subway,40.70858836,-73.99103165,-300,Sun Dec 02 17:31:33 +0000 2012,6_2012-12-02,0.5208333333333334
6,4b3a1855f964a520026125e3,4bf58dd8d48988d1fd931735,Subway,40.69147465,-73.98738384,-300,Sun Dec 02 18:58:45 +0000 2012,6_2012-12-02,0.5763888888888888
6,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d1fd931735,Subway,40.70858836,-73.99103165,-300,Thu Feb 14 02:08:57 +0000 2013,6_2013-02-13,0.875
6,49ef71e3f964a520b8681fe3,4bf58dd8d48988d114951735,Bookstore,40.75407124,-73.98446354,-300,Thu Feb 14 04:11:51 +0000 2013,6_2013-02-13,0.9652777777777778
6,4b0b2275f964a520772d23e3,4bf58dd8d48988d1fd931735,Subway,40.75862339,-73.98165136,-300,Thu Feb 14 06:14:26 +0000 2013,6_2013-02-13,0.04861111111111111
6,4bd1b96a77b29c7439118d82,4bf58dd8d48988d1fd931735,Subway,40.57745558,-73.98124695,-300,Thu Jan 10 06:06:03 +0000 2013,6_2013-01-09,0.041666666666666664
6,49b7ed6df964a52030531fe3,4bf58dd8d48988d164941735,Plaza,40.75648987,-73.98626804,-300,Thu Jan 10 08:43:31 +0000 2013,6_2013-01-09,0.1527777777777778
6,4b1e78c2f964a520461a24e3,4bf58dd8d48988d1fd931735,Subway,40.7679967,-73.98189068,-300,Thu Jan 31 09:12:34 +0000 2013,6_2013-01-31,0.1736111111111111
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Thu Jan 31 11:14:14 +0000 2013,6_2013-01-31,0.2569444444444444
6,4af609c9f964a520770022e3,4bf58dd8d48988d1fe931735,Bus Station,40.84884583,-73.93841743,-300,Thu Nov 22 05:48:04 +0000 2012,6_2012-11-21,0.027777777777777776
6,4840fe6bf964a52030501fe3,4bf58dd8d48988d1fe931735,Bus Station,40.7572213,-73.99154663,-300,Thu Nov 22 08:24:00 +0000 2012,6_2012-11-21,0.1388888888888889
6,4ae6258af964a52013a521e3,4bf58dd8d48988d1fd931735,Subway,40.81554068,-73.95842347,-300,Thu Nov 22 08:51:30 +0000 2012,6_2012-11-21,0.1597222222222222
6,4840fe6bf964a52030501fe3,4bf58dd8d48988d1fe931735,Bus Station,40.7572213,-73.99154663,-300,Thu Nov 29 07:17:24 +0000 2012,6_2012-11-28,0.09027777777777778
6,49b7ed6df964a52030531fe3,4bf58dd8d48988d164941735,Plaza,40.75648987,-73.98626804,-300,Thu Nov 29 07:27:22 +0000 2012,6_2012-11-28,0.09722222222222222
6,4ae6258af964a52013a521e3,4bf58dd8d48988d1fd931735,Subway,40.81554068,-73.95842347,-300,Thu Nov 29 07:51:19 +0000 2012,6_2012-11-28,0.11805555555555555
6,4b5b08c9f964a520f9df28e3,4bf58dd8d48988d1fd931735,Subway,40.8278609,-73.92565146,-300,Tue Jan 15 04:02:18 +0000 2013,6_2013-01-14,0.9583333333333334
6,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d1fd931735,Subway,40.70858836,-73.99103165,-300,Tue Jan 15 06:40:34 +0000 2013,6_2013-01-14,0.06944444444444445
6,4c7f04be7fd4ef3b108394a1,4bf58dd8d48988d124941735,Office,40.69008723,-73.98177762,-300,Tue Jan 15 07:25:20 +0000 2013,6_2013-01-14,0.09722222222222222
6,4fe9524ce4b0d971aa120f82,4bf58dd8d48988d146941735,Deli / Bodega,40.8340978,-73.94526722,-300,Tue Nov 13 04:24:55 +0000 2012,6_2012-11-12,0.9722222222222222
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Tue Nov 13 05:00:07 +0000 2012,6_2012-11-12,0.0
6,4b50e721f964a520db3727e3,4bf58dd8d48988d1fd931735,Subway,40.68991272,-73.98150444,-300,Tue Nov 20 04:01:09 +0000 2012,6_2012-11-19,0.9583333333333334
6,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d1fd931735,Subway,40.70858836,-73.99103165,-300,Tue Nov 20 04:24:32 +0000 2012,6_2012-11-19,0.9722222222222222
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Tue Nov 20 19:05:34 +0000 2012,6_2012-11-20,0.5833333333333334
6,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d1fd931735,Subway,40.70858836,-73.99103165,-300,Tue Nov 20 22:01:18 +0000 2012,6_2012-11-20,0.7083333333333334
6,4d85caba5091370410239e5b,4bf58dd8d48988d12b951735,Bus Station,40.6316674,-73.94702948,-300,Wed Dec 19 01:31:25 +0000 2012,6_2012-12-18,0.8541666666666666
6,4b4cd551f964a520c8c026e3,4bf58dd8d48988d1f6941735,Department Store,40.63154374,-73.94687409,-300,Wed Dec 19 02:34:16 +0000 2012,6_2012-12-18,0.8958333333333334
6,4fe9524ce4b0d971aa120f82,4bf58dd8d48988d146941735,Deli / Bodega,40.8340978,-73.94526722,-300,Wed Dec 19 04:53:56 +0000 2012,6_2012-12-18,0.9930555555555556
6,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Wed Dec 19 07:07:52 +0000 2012,6_2012-12-18,0.08333333333333333
6,4b969536f964a52070d634e3,4bf58dd8d48988d1fd931735,Subway,40.83128283,-73.9413925,-300,Wed Jan 09 09:29:02 +0000 2013,6_2013-01-09,0.18055555555555555
6,4eba3331722edc0eaf1762bb,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-300,Wed Jan 09 09:43:58 +0000 2013,6_2013-01-09,0.19444444444444445
6,4b575c8df964a520993328e3,4bf58dd8d48988d1fd931735,Subway,40.75947867,-73.83009851,-300,Wed Nov 21 02:23:44 +0000 2012,6_2012-11-20,0.8888888888888888
6,4a513b17f964a520d2b01fe3,4bf58dd8d48988d129951735,Train Station,40.69902344,-73.81001472,-300,Wed Nov 21 03:12:53 +0000 2012,6_2012-11-20,0.9236111111111112
6,4b50e721f964a520db3727e3,4bf58dd8d48988d1fd931735,Subway,40.68991272,-73.98150444,-300,Wed Nov 21 04:06:42 +0000 2012,6_2012-11-20,0.9583333333333334
7,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Fri Jul 06 00:57:26 +0000 2012,7_2012-07-05,0.8680555555555556
7,4aed0b8cf964a520ebcc21e3,4bf58dd8d48988d1e5931735,Music Venue,40.81440532,-73.94437174,-240,Fri Jul 06 03:09:56 +0000 2012,7_2012-07-05,0.9583333333333334
7,3fd66200f964a520def11ee3,4bf58dd8d48988d163941735,Park,40.7352825,-73.99040315,-240,Fri Jul 13 01:05:43 +0000 2012,7_2012-07-12,0.875
7,4fa16401e4b0dae72e3925a3,4bf58dd8d48988d116941735,Bar,40.74422472,-73.98403885,-240,Fri Jul 13 01:54:10 +0000 2012,7_2012-07-12,0.9097222222222222
7,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Fri May 04 00:57:16 +0000 2012,7_2012-05-03,0.8680555555555556
7,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79367378,-73.94887208,-240,Mon May 07 11:52:54 +0000 2012,7_2012-05-07,0.3263888888888889
7,4a95cf86f964a520c92420e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.79409,-73.96717,-240,Mon May 07 12:27:14 +0000 2012,7_2012-05-07,0.3472222222222222
7,4ae2efbbf964a520b78f21e3,4bf58dd8d48988d127951735,Arts & Crafts Store,40.79483545,-73.96598274,-240,Mon May 07 13:12:24 +0000 2012,7_2012-05-07,0.3819444444444444
7,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79367378,-73.94887208,-240,Mon May 14 11:52:37 +0000 2012,7_2012-05-14,0.3263888888888889
7,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Mon May 14 12:14:19 +0000 2012,7_2012-05-14,0.3402777777777778
7,49ef4c99f964a52092681fe3,4bf58dd8d48988d1dd931735,Soup Place,40.774626,-73.959236,-240,Mon May 14 16:04:44 +0000 2012,7_2012-05-14,0.5
7,4ef4c5b099111bd0a9b8e9c2,4bf58dd8d48988d1e0931735,Coffee Shop,40.77211113,-73.96095474,-240,Mon May 14 19:10:45 +0000 2012,7_2012-05-14,0.6319444444444444
7,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79367378,-73.94884338,-240,Thu Apr 19 12:20:27 +0000 2012,7_2012-04-19,0.3472222222222222
7,4c2fa71309a99c7413e30a2a,4bf58dd8d48988d118951735,Food & Drink Shop,40.77191392,-73.95900894,-240,Thu Apr 19 13:08:25 +0000 2012,7_2012-04-19,0.375
7,4ef4c5b099111bd0a9b8e9c2,4bf58dd8d48988d1e0931735,Coffee Shop,40.77211113,-73.96095474,-240,Thu Apr 19 13:10:11 +0000 2012,7_2012-04-19,0.3819444444444444
7,4cae5172cbab236a20768f73,4bf58dd8d48988d136941735,Theater,40.6867074,-73.97777081,-240,Thu Apr 19 23:49:08 +0000 2012,7_2012-04-19,0.8194444444444444
7,4ef4c5b099111bd0a9b8e9c2,4bf58dd8d48988d1e0931735,Coffee Shop,40.77211113,-73.96095474,-240,Thu Jul 05 13:43:11 +0000 2012,7_2012-07-05,0.4027777777777778
7,4f36cf39e4b0fc67a89276f5,4bf58dd8d48988d16c941735,Burger Joint,40.76853552,-73.95557647,-240,Thu Jul 12 16:20:40 +0000 2012,7_2012-07-12,0.5138888888888888
7,4aa3ed73f964a520604420e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.79096987,-73.94705147,-240,Thu May 03 12:46:19 +0000 2012,7_2012-05-03,0.3611111111111111
7,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79367378,-73.94887208,-240,Thu May 03 14:55:12 +0000 2012,7_2012-05-03,0.4513888888888889
7,4ef4c5b099111bd0a9b8e9c2,4bf58dd8d48988d1e0931735,Coffee Shop,40.77211113,-73.96095474,-240,Thu May 03 18:47:33 +0000 2012,7_2012-05-03,0.6111111111111112
7,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Thu May 10 00:46:30 +0000 2012,7_2012-05-09,0.8611111111111112
7,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Thu Sep 13 12:45:38 +0000 2012,7_2012-09-13,0.3611111111111111
7,4ef4c5b099111bd0a9b8e9c2,4bf58dd8d48988d1e0931735,Coffee Shop,40.77211113,-73.96095474,-240,Thu Sep 13 14:58:03 +0000 2012,7_2012-09-13,0.4513888888888889
